addr_full,brand,brand_wikidata,city,country,email,extras,facebook,housenumber,image,lat,located_in,located_in_wikidata,lon,name,nsi_id,opening_hours,phone,postcode,ref,state,street,street_address,twitter,website
,Hermes,Q843887,"Richmond, BC",CA,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,49.196744,,,-123.181251,Hermès,hermes-3937bd,,+1 604-273-1708;ext:1009,V7B OA4,1NO59GZE,,,,,https://www.hermes.com/uk/en/find-store/canada/richmond-bc/hermes-vancouver-international-airport-1NO59GZE/
,Hermes,Q843887,Salzburg,AT,hermes@resmann.at,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,47.79944,,,13.044884,Hermès,hermes-3937bd,,+43 662 84662126,5020 ,1OC294ZZ,,,,,https://www.hermes.com/uk/en/find-store/austria/salzburg/hermes-salzburg-1OC294ZZ/
,Hermes,Q843887,Hanoï,VN,hermes-store@tamsonfashion.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,21.025654,,,105.85587,Hermès,hermes-3937bd,,+84 24 3936 9205,,1T31NR6M,,,,,https://www.hermes.com/uk/en/find-store/vietnam/hanoi/hermes-hanoi-1T31NR6M/
,Hermes,Q843887,Dijon,FR,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,47.323493,,,5.03772,Hermès,hermes-3937bd,,+33 3 80 30 59 01,21000,1X8XT893,,,,,https://www.hermes.com/uk/en/find-store/france/dijon/hermes-dijon-1X8XT893/
,Hermes,Q843887,Firenze,IT,florence@hermes.it,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,43.772581,,,11.251225,Hermès,hermes-3937bd,,+39 055 238 1004,50123,1YCF22A7,,,,,https://www.hermes.com/uk/en/find-store/italy/firenze/hermes-florence-1YCF22A7/
,Hermes,Q843887,Singapore,SG,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,1.283737,,,103.859192,Hermès,hermes-3937bd,,+65 6688 7111,018972,23WZGTIV,,,,,https://www.hermes.com/uk/en/find-store/singapore/singapore/hermes-singapore-marina-bay-sands-23WZGTIV/
,Hermes,Q843887,Seoul,KR,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,37.513445,,,127.104161,Hermès,hermes-3937bd,,+82 2-3213-2130,05551,2AELNQQH,,,,,https://www.hermes.com/uk/en/find-store/south-korea/seoul/hermes-lotte-world-tower-2AELNQQH/
,Hermes,Q843887,Seoul,KR,magasin.lseoul@hermes.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,37.564275,,,126.981488,Hermès,hermes-3937bd,,+82 2-759-6754,04533,2B2SXQH1,,,,,https://www.hermes.com/uk/en/find-store/south-korea/seoul/hermes-seoul-lotte-hotel-duty-free-store-2B2SXQH1/
,Hermes,Q843887,Tokyo,JP,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,35.691802,,,139.70521,Hermès,hermes-3937bd,,+81 3-6380-5276,160-0022,2GAML3JJ,,,,,https://www.hermes.com/uk/en/find-store/japan/tokyo/shinjuku-isetan-hermes-in-colors-2GAML3JJ/
,Hermes,Q843887,QINGDAO,CN,service.china@hermes.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,36.060816,,,120.396008,Hermès,hermes-3937bd,,+86 532 6678 8128,"266071,",2L0H1TNH,,,,,https://www.hermes.com/uk/en/find-store/china/qingdao/qingdao-hisense-store-2L0H1TNH/
,Hermes,Q843887,Almaty,KZ,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,43.250153,,,76.949444,Hermès,hermes-3937bd,,+7 727 399 0088,050000,2WGLS57V,,,,,https://www.hermes.com/uk/en/find-store/kazakhstan/almaty/hermes-almaty-2WGLS57V/
,Hermes,Q843887,London,GB,london.selfridges@hermes.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,51.514152,,,-0.152692,Hermès,hermes-3937bd,,+44 20 7318 7791,W1A 1AB,334JA036,,,,,https://www.hermes.com/uk/en/find-store/great-britain/london/hermes-london-selfridges-334JA036/
,Hermes,Q843887,Tours,FR,hermestours@orange.fr,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,47.394239,,,0.684738,Hermès,hermes-3937bd,,+33 2 47 05 73 25,37000 ,3PN57UTA,,,,,https://www.hermes.com/uk/en/find-store/france/tours/hermes-tours-3PN57UTA/
,Hermes,Q843887,Taipei,"Taiwan, China",,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,25.067566,,,121.552699,Hermès,hermes-3937bd,,+886 2 2712 0699,105008,3U63U6K1,,,,,https://www.hermes.com/uk/en/find-store/taiwan-china/taipei/hermes-taipei-songshan-airport-3U63U6K1/
,Hermes,Q843887,Tsim Sha Tsui,HK,hongkong.harbourcity@hermes.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,22.298545,,,114.168532,Hermès,hermes-3937bd,,+852 2866 3118,,3WA4Y8WC,,,,,https://www.hermes.com/uk/en/find-store/hong-kong/tsim-sha-tsui/hermes-harbour-city-3WA4Y8WC/
,Hermes,Q843887,New York,US,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,40.766019,,,-73.969952,Hermès,hermes-3937bd,,+1 212-751-3181,10065,4K9DRJUY,,,,,https://www.hermes.com/uk/en/find-store/united-states/new-york/hermes-maison-madison-4K9DRJUY/
,Hermes,Q843887,Miyagi,JP,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,38.260398,,,140.872415,Hermès,hermes-3937bd,,+81 22-261-5111,980-8652,4KUOUG8T,,,,,https://www.hermes.com/uk/en/find-store/japan/miyagi/hermes-fujisaki-4KUOUG8T/
,Hermes,Q843887,Milan,IT,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,45.471026,,,9.193094,Hermès,hermes-3937bd,,+39 02 7600 3495,20121 ,4PU2TZVM,,,,,https://www.hermes.com/uk/en/find-store/italy/milan/hermes-milan-showroom-collections-maison-4PU2TZVM/
,Hermes,Q843887,Jakarta,ID,gh@masarigroup.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,-6.194222,,,106.826687,Hermès,hermes-3937bd,,+62 21 29923998,10350,4QTMJ7FU,,,,,https://www.hermes.com/uk/en/find-store/indonesia/jakarta/hermes-jakarta-grand-hyatt-4QTMJ7FU/
,Hermes,Q843887,Zurich,CH,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,47.458216,,,8.555476,Hermès,hermes-3937bd,,+41 79 409 68 95,8058,4U4GGFT8,,,,,https://www.hermes.com/uk/en/find-store/switzerland/zurich/hermes-zurich-kloten-airport-4U4GGFT8/
,Hermes,Q843887,Tokyo,JP,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,35.614558,,,139.626466,Hermès,hermes-3937bd,,+81 3-3709-3111,158-8701,59H74F8T,,,,,https://www.hermes.com/uk/en/find-store/japan/tokyo/hermes-tamagawa-takashimaya-59H74F8T/
,Hermes,Q843887,Garden City,US,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,40.738248,,,-73.614237,Hermès,hermes-3937bd,,+1 516-248-0367,11530,59QZ434F,,,,,https://www.hermes.com/uk/en/find-store/united-states/garden-city/hermes-roosevelt-field-59QZ434F/
,Hermes,Q843887,Tokyo,JP,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,35.728539,,,139.711855,Hermès,hermes-3937bd,,+81 3-5949-2624,171-8569,59ZSZEBN,,,,,https://www.hermes.com/uk/en/find-store/japan/tokyo/hermes-ikebukuro-seibu-59ZSZEBN/
,Hermes,Q843887,"Calgary, Alberta",CA,mcalgary@ca.hermes.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,51.041853,,,-114.072356,Hermès,hermes-3937bd,,+1 403-767-9100,Canada T2P 4H9 ,5D7KG7C9,,,,,https://www.hermes.com/uk/en/find-store/canada/calgary-alberta/hermes-calgary-5D7KG7C9/
,Hermes,Q843887,Abu Dhabi,dh,hermes_service@almana.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,24.458705,,,54.321765,Hermès,hermes-3937bd,,800 HERMES,P.O. Box 41948,5DD05H1N,,,,,https://www.hermes.com/uk/en/find-store/united-arab-emirates/abu-dhabi/hermes-etihad-towers-5DD05H1N/
,Hermes,Q843887,Houston,US,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,29.742871,,,-95.453424,Hermès,hermes-3937bd,,+1 713-623-2177,77027,5HWTEY0C,,,,,https://www.hermes.com/uk/en/find-store/united-states/houston/hermes-houston-5HWTEY0C/
,Hermes,Q843887,Brussels,BE,bruxelles@hermes.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,50.836867,,,4.356569,Hermès,hermes-3937bd,,+32 2 511 20 62,1000,5I3O4MTG,,,,,https://www.hermes.com/uk/en/find-store/belgium/brussels/hermes-brussels-5I3O4MTG/
,Hermes,Q843887,London,GB,london.harrods@hermes.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,51.499581,,,-0.16321,Hermès,hermes-3937bd,,+44 20 7225 5609,SW1X 7XL,5IB3WL6H,,,,,https://www.hermes.com/uk/en/find-store/great-britain/london/hermes-london-harrods-5IB3WL6H/
,Hermes,Q843887,Marseille,FR,marseille@hermes.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,43.292599,,,5.378141,Hermès,hermes-3937bd,,+33 4 96 17 61 12,13001,5IDFP63K,,,,,https://www.hermes.com/uk/en/find-store/france/marseille/hermes-marseille-5IDFP63K/
,Hermes,Q843887,"Tumon, Guam",GU,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,13.514234,,,144.806535,Hermès,hermes-3937bd,,+1 671-648-1244;5,GU 96913,5K3UYOWL,,,,,https://www.hermes.com/uk/en/find-store/guam/tumon-guam/hermes-guam-5K3UYOWL/
,Hermes,Q843887,Osaka,JP,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,,,,,Hermès,hermes-3937bd,,+81 72-456-6539,549-0001,5KP92JUC,,,,,https://www.hermes.com/uk/en/find-store/japan/osaka/hermes-osaka-kansai-international-airport-north-wing-5KP92JUC/
,Hermes,Q843887,Tokyo,JP,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,35.685634,,,139.773419,Hermès,hermes-3937bd,,+81 3-3274-8906,103-8001,5OFAUZ0Y,,,,,https://www.hermes.com/uk/en/find-store/japan/tokyo/hermes-nihombashi-mitsukoshi-5OFAUZ0Y/
,Hermes,Q843887,Taipei,"Taiwan, China",taipei.bellavita@hermes.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,25.039244,,,121.568183,Hermès,hermes-3937bd,,+886 2 8786 7007,110,5W6NXTOP,,,,,https://www.hermes.com/uk/en/find-store/taiwan-china/taipei/hermes-taipei-bellavita-5W6NXTOP/
,Hermes,Q843887,BEIJING,CN,service.china@hermes.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,39.90964,,,116.479003,Hermès,hermes-3937bd,,+86 10 8588 8278,"100025,",64P6UWB2,,,,,https://www.hermes.com/uk/en/find-store/china/beijing/beijing-skp-store-64P6UWB2/
,Hermes,Q843887,HARBIN,CN,service.china@hermes.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,45.76261,,,126.60192,Hermès,hermes-3937bd,,+86 451 5118 1688,"150016,",65I28GYK,,,,,https://www.hermes.com/uk/en/find-store/china/harbin/harbin-charter-store-65I28GYK/
,Hermes,Q843887,Denver,US,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,39.716931,,,-104.953263,Hermès,hermes-3937bd,,+1 303-388-0700,80206,6DIY191K,,,,,https://www.hermes.com/uk/en/find-store/united-states/denver/hermes-denver-6DIY191K/
,Hermes,Q843887,México,MX,magasin.polanco@sa.hermes.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,19.435662,,,-99.202111,Hermès,hermes-3937bd,,+52 55 5280 8076,11570,6DTUYNU8,,,,,https://www.hermes.com/uk/en/find-store/mexico/mexico/hermes-mexico-polanco-6DTUYNU8/
,Hermes,Q843887,Lausanne,CH,lausanne@hermes.ch,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,46.519908,,,6.633914,Hermès,hermes-3937bd,,+41 21 312 33 22,1003,6HUKMTMV,,,,,https://www.hermes.com/uk/en/find-store/switzerland/lausanne/hermes-lausanne-6HUKMTMV/
,Hermes,Q843887,Dublin,IE,dublin@hermes.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,53.342391,,,-6.259915,Hermès,hermes-3937bd,,+353 1 617 1165,2,6J6SN2RE,,,,,https://www.hermes.com/uk/en/find-store/ireland/dublin/hermes-dublin-6J6SN2RE/
,Hermes,Q843887,Honolulu,US,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,21.291298,,,-157.843379,Hermès,hermes-3937bd,,+1 808-947-3789,96814,6V384SU6,,,,,https://www.hermes.com/uk/en/find-store/united-states/honolulu/hermes-ala-moana-center-6V384SU6/
,Hermes,Q843887,Central,HK,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,22.281226,,,114.159263,Hermès,hermes-3937bd,,+852 2525 5900,,6WCFCF0P,,,,,https://www.hermes.com/uk/en/find-store/hong-kong/central/hermes-landmark-prince-s-6WCFCF0P/
,Hermes,Q843887,Bangkok,TH,magasin.siamparagon@hermes.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,13.74688,,,100.533702,Hermès,hermes-3937bd,,+66 (0) 2129 4800-1,10330,6XQW927F,,,,,https://www.hermes.com/uk/en/find-store/thailand/bangkok/hermes-siam-paragon-bangkok-6XQW927F/
,Hermes,Q843887,Seoul,KR,magasin.sgangnam@hermes.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,37.503901,,,127.003259,Hermès,hermes-3937bd,,+82 2-3479-1243,06546,747IIOPS,,,,,https://www.hermes.com/uk/en/find-store/south-korea/seoul/hermes-shinsegae-gangnam-747IIOPS/
,Hermes,Q843887,Amsterdam,NL,magasin.amsterdam_bijenkorf@hermes.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,52.37348,,,4.893984,Hermès,hermes-3937bd,,+31 88 245 9176,1012 JS,7AZH98O9,,,,,https://www.hermes.com/uk/en/find-store/netherlands/amsterdam/hermes-amsterdam-de-bijenkorf-7AZH98O9/
,Hermes,Q843887,Zurich,CH,zurich@hermes.ch,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,47.37088,,,8.538531,Hermès,hermes-3937bd,,+41 44 211 41 77,8001,83YCIM3A,,,,,https://www.hermes.com/uk/en/find-store/switzerland/zurich/hermes-zurich-bahnhofstrasse-83YCIM3A/
,Hermes,Q843887,Moscow,RU,magasin.gum@hermes.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,55.754633,,,37.620878,Hermès,hermes-3937bd,,+7 495 620-30-19,109 012,8B15UUTB,,,,,https://www.hermes.com/uk/en/find-store/russia/moscow/hermes-moscow-gum-8B15UUTB/
,Hermes,Q843887,Miami,US,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,25.81297,,,-80.192149,Hermès,hermes-3937bd,,+1 305-868-0118,33137,8BRJN7R4,,,,,https://www.hermes.com/uk/en/find-store/united-states/miami/hermes-miami-8BRJN7R4/
,Hermes,Q843887,Jakarta,ID,pp@masarigroup.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,-6.217721,,,106.811469,Hermès,hermes-3937bd,,+62 21 51402798,,8H8OLFMH,,,,,https://www.hermes.com/uk/en/find-store/indonesia/jakarta/hermes-jakarta-pacific-place-8H8OLFMH/
,Hermes,Q843887,Singapore,SG,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,1.305315,,,103.830545,Hermès,hermes-3937bd,,+65 6738 9807,238881,8JC2PQ2X,,,,,https://www.hermes.com/uk/en/find-store/singapore/singapore/hermes-singapore-liat-towers-8JC2PQ2X/
,Hermes,Q843887,Barcelona,ES,barcelone.paseodegracia@hermes.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,41.394121,,,2.161788,Hermès,hermes-3937bd,,+34 934 88 05 40,08008,8KAYAI43,,,,,https://www.hermes.com/uk/en/find-store/spain/barcelona/hermes-paseo-de-gracia-81-8KAYAI43/
,Hermes,Q843887,Zapopan,MX,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,20.709155,,,-103.412633,Hermès,hermes-3937bd,,+52 33 3611 0645,45116 ,8KGGSOHM,,,,,https://www.hermes.com/uk/en/find-store/mexico/zapopan/hermes-guadalajara-8KGGSOHM/
,Hermes,Q843887,Istanbul,TR,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,41.110042,,,29.03244,Hermès,hermes-3937bd,,+90 212 345 61 64,,8SZMA17O,,,,,https://www.hermes.com/uk/en/find-store/turkey/istanbul/hermesmatic-istinye-8SZMA17O/
,Hermes,Q843887,Aichi,JP,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,35.165279,,,136.907906,Hermès,hermes-3937bd,,+81 52-264-2030,460-8430,966IY23Q,,,,,https://www.hermes.com/uk/en/find-store/japan/aichi/hermes-nagoya-matsuzakaya-966IY23Q/
,Hermes,Q843887,Naples,IT,naples@hermes.it,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,40.836005,,,14.241193,Hermès,hermes-3937bd,,+39 081 420 7054,80121,9HQDW1LH,,,,,https://www.hermes.com/uk/en/find-store/italy/naples/hermes-naples-9HQDW1LH/
,Hermes,Q843887,Beijing,CN,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,40.079857,,,116.603112,Hermès,hermes-3937bd,,+86 10 6453 2377,200030,9HW2YAV0,,,,,https://www.hermes.com/uk/en/find-store/china/beijing/hermes-beijing-capital-international-airport-t3-9HW2YAV0/
,Hermes,Q843887,"Montreal, Quebec ",CA,mmontreal@ca.hermes.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,45.497823,,,-73.575303,Hermès,hermes-3937bd,,+1 514-842-3387,H3G 1P7,9HZKXPK8,,,,,https://www.hermes.com/uk/en/find-store/canada/montreal-quebec/hermes-montreal-9HZKXPK8/
,Hermes,Q843887,Costa Mesa,US,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,33.68892,,,-117.88779,Hermès,hermes-3937bd,,+1 714-437-1725,92626,9J8KJK51,,,,,https://www.hermes.com/uk/en/find-store/united-states/costa-mesa/hermes-costa-mesa-9J8KJK51/
,Hermes,Q843887,Deauville,FR,deauville@hermes.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,49.358918,,,0.070557,Hermès,hermes-3937bd,,+33 2 31 88 04 42,14800,9P316MBC,,,,,https://www.hermes.com/uk/en/find-store/france/deauville/hermes-deauville-9P316MBC/
,Hermes,Q843887,HANGZHOU,CN,service.china@hermes.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,30.271829,,,120.160013,Hermès,hermes-3937bd,,+86 571 8510 1980,"310006,",9R6ONHBO,,,,,https://www.hermes.com/uk/en/find-store/china/hangzhou/hangzhou-tower-store-9R6ONHBO/
,Hermes,Q843887,"Canada, V6Z 2P1 ",CA,mvancouver@ca.hermes.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,49.283942,,,-123.122215,Hermès,hermes-3937bd,,+1 604-681-9965,"Vancouver, British Columbia ",9S0HQYS7,,,,,https://www.hermes.com/uk/en/find-store/canada/canada-v6z-2p1/hermes-vancouver-burrard-9S0HQYS7/
,Hermes,Q843887,XIAMEN,CN,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,24.472597,,,118.111209,Hermès,hermes-3937bd,,+86 592 582 5928,"361000,",9TXGKMWA,,,,,https://www.hermes.com/uk/en/find-store/china/xiamen/xiamen-mixc-store-9TXGKMWA/
,Hermes,Q843887,Seoul,KR,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,37.560308,,,126.980831,Hermès,hermes-3937bd,,0082 2 6370 4369,04530,9W7T0W0Y,,,,,https://www.hermes.com/uk/en/find-store/south-korea/seoul/hermes-seoul-shinsegae-duty-free-store-9W7T0W0Y/
,Hermes,Q843887,Copenhagen,DK,magasin.copenhague@hermes.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,55.678432,,,12.57935,Hermès,hermes-3937bd,,+45 33 11 24 24,1200,9WQ3FKJ1,,,,,https://www.hermes.com/uk/en/find-store/denmark/copenhagen/hermes-copenhagen-hojbro-plads-9WQ3FKJ1/
,Hermes,Q843887,Gstaad,CH,magasin.gstaad@hermes.ch,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,46.472927,,,7.28637,Hermès,hermes-3937bd,,+41 33 744 43 21,3780 ,A0NCPKL1,,,,,https://www.hermes.com/uk/en/find-store/switzerland/gstaad/hermes-gstaad-A0NCPKL1/
,Hermes,Q843887,HANGZHOU,CN,service.china@hermes.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,30.253623,,,120.161761,Hermès,hermes-3937bd,,+86 571 8715 8330,"310006,",A1XQPB90,,,,,https://www.hermes.com/uk/en/find-store/china/hangzhou/hangzhou-hubin-yintai-store-A1XQPB90/
,Hermes,Q843887,Kyoto,JP,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,35.003093,,,135.768457,Hermès,hermes-3937bd,,+81 75-221-8811,600-8520,A2T3JHTF,,,,,https://www.hermes.com/uk/en/find-store/japan/kyoto/hermes-kyoto-takashimaya-A2T3JHTF/
,Hermes,Q843887,Lugano,CH,magasin.lugano@hermes.ch,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,46.003379,,,8.95014,Hermès,hermes-3937bd,,+41 91 914 92 20,6900,AA0C922V,,,,,https://www.hermes.com/uk/en/find-store/switzerland/lugano/hermes-lugano-AA0C922V/
,Hermes,Q843887,Seoul,KR,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,37.449075,,,126.45161,Hermès,hermes-3937bd,,0082 32 743 4720,22382,AAU9YJPB,,,,,https://www.hermes.com/uk/en/find-store/south-korea/seoul/hermes-incheon-international-airport-terminal-2-AAU9YJPB/
,Hermes,Q843887,Cotai,MO,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,22.149828,,,113.554385,Hermès,hermes-3937bd,,+853 2822 9978,,AKLXXS48,,,,,https://www.hermes.com/uk/en/find-store/macau/cotai/hermes-galaxy-macau-AKLXXS48/
,Hermes,Q843887,Biarritz,FR,biarritz@hermes.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,43.484258,,,-1.557725,Hermès,hermes-3937bd,,+33 5 59 24 00 64,64200,AODJV9PI,,,,,https://www.hermes.com/uk/en/find-store/france/biarritz/hermes-biarritz-AODJV9PI/
,Hermes,Q843887, Sarıyer Istanbul ,TR,magasin.istinyepark@hermes.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,41.111685,,,29.040174,Hermès,hermes-3937bd,,+90 212 345 61 64,34460,APPAKU9U,,,,,https://www.hermes.com/uk/en/find-store/turkey/sariyer-istanbul/hermes-istanbul-istinye-APPAKU9U/
,Hermes,Q843887,XIAN,CN,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,34.25987,,,108.953854,Hermès,hermes-3937bd,,+86 29 8369 9001,"710000,",AROMNNIG,,,,,https://www.hermes.com/uk/en/find-store/china/xian/xian-skp-store-AROMNNIG/
,Hermes,Q843887,Berlin,DE,magasin.kudamm@hermes.com,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,52.501032,,,13.314042,Hermès,hermes-3937bd,,+49 30 32708375,10707,B1U4BEMX,,,,,https://www.hermes.com/uk/en/find-store/germany/berlin/hermes-berlin-kudamm-B1U4BEMX/
,Hermes,Q843887,Tokyo,JP,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,35.67725,,,139.762239,Hermès,hermes-3937bd,,+81 3-3213-8041,100-0005,B3ATXBVQ,,,,,https://www.hermes.com/uk/en/find-store/japan/tokyo/hermes-marunouchi-B3ATXBVQ/
,Hermes,Q843887,Capri,IT,capri@hermes.it,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,40.549805,,,14.244534,Hermès,hermes-3937bd,,+39 081 837 8957,80073,B42Z9VRD,,,,,https://www.hermes.com/uk/en/find-store/italy/capri/hermes-capri-B42Z9VRD/
,Hermes,Q843887,Daegu,KR,,"{'@spider': 'hermes', 'shop': 'clothes'}",,,,35.877812,,,128.628453,Hermès,hermes-3937bd,,+82 53-6616-5503,41229,B4WYD36C,,,,,https://www.hermes.com/uk/en/find-store/south-korea/daegu/hermes-shinsegae-daegu-B4WYD36C/
