id,latitude,longitude,state
130,42.5747973841,-122.8068540274,CA
131,42.5747973841,-120.3028310974,CA
132,40.9574834254,-76.4824298227,NJ
133,39.2995512347,-75.2304183578,NJ
134,40.9574834254,-73.9784068928,NJ
135,45.6866558354,-92.7585788676,WI
136,47.181063596,-91.5065674026,WI
137,44.1512314287,-91.5065674026,WI
138,45.6866558354,-90.2545559376,WI
139,42.5747973841,-90.2545559376,WI
140,47.181063596,-89.0025444726,WI
141,44.1512314287,-89.0025444726,WI
142,45.6866558354,-87.7505330077,WI
143,42.5747973841,-87.7505330077,WI
144,44.1512314287,-86.4985215427,WI
145,45.6866558354,-85.2465100777,WI
146,40.9574834254,-124.0588654924,OR
147,40.9574834254,-121.5548425624,OR
148,40.9574834254,-119.0508196324,OR
149,42.5747973841,-125.3108769573,OR
150,45.6866558354,-125.3108769573,OR
151,44.1512314287,-124.0588654924,OR
152,47.181063596,-124.0588654924,OR
153,42.5747973841,-122.8068540274,OR
154,45.6866558354,-122.8068540274,OR
155,44.1512314287,-121.5548425624,OR
156,42.5747973841,-120.3028310974,OR
157,45.6866558354,-120.3028310974,OR
158,44.1512314287,-119.0508196324,OR
159,42.5747973841,-117.7988081674,OR
160,45.6866558354,-117.7988081674,OR
161,44.1512314287,-116.5467967024,OR
162,45.6866558354,-115.2947852374,OR
163,42.5747973841,-105.2786935175,NE
164,42.5747973841,-102.7746705875,NE
165,42.5747973841,-100.2706476575,NE
166,40.9574834254,-104.0266820525,NE
167,39.2995512347,-102.7746705875,NE
168,40.9574834254,-101.5226591225,NE
169,42.5747973841,-97.7666247276,NE
170,42.5747973841,-95.2626017976,NE
171,39.2995512347,-100.2706476575,NE
172,40.9574834254,-99.0186361926,NE
173,39.2995512347,-97.7666247276,NE
174,40.9574834254,-96.5146132626,NE
175,39.2995512347,-95.2626017976,NE
176,40.9574834254,-81.4904756827,PA
177,39.2995512347,-80.2384642177,PA
178,40.9574834254,-78.9864527527,PA
179,39.2995512347,-77.7344412877,PA
180,40.9574834254,-76.4824298227,PA
181,39.2995512347,-75.2304183578,PA
182,40.9574834254,-73.9784068928,PA
183,42.5747973841,-80.2384642177,PA
184,42.5747973841,-77.7344412877,PA
185,42.5747973841,-75.2304183578,PA
186,45.6866558354,-125.3108769573,WA
187,48.634561012,-125.3108769573,WA
188,47.181063596,-124.0588654924,WA
189,45.6866558354,-122.8068540274,WA
190,48.634561012,-122.8068540274,WA
191,47.181063596,-121.5548425624,WA
192,45.6866558354,-120.3028310974,WA
193,48.634561012,-120.3028310974,WA
194,47.181063596,-119.0508196324,WA
195,45.6866558354,-117.7988081674,WA
196,48.634561012,-117.7988081674,WA
197,47.181063596,-116.5467967024,WA
198,32.2719768289,-95.2626017976,LA
199,30.4200892485,-94.0105903326,LA
200,32.2719768289,-92.7585788676,LA
201,28.532379574,-92.7585788676,LA
202,30.4200892485,-91.5065674026,LA
203,32.2719768289,-90.2545559376,LA
204,28.532379574,-90.2545559376,LA
205,30.4200892485,-89.0025444726,LA
206,34.0868252297,-94.0105903326,LA
207,34.0868252297,-91.5065674026,LA
208,32.2719768289,-85.2465100777,GA
209,30.4200892485,-83.9944986127,GA
210,32.2719768289,-82.7424871477,GA
211,30.4200892485,-81.4904756827,GA
212,32.2719768289,-80.2384642177,GA
213,34.0868252297,-86.4985215427,GA
214,35.863591721,-85.2465100777,GA
215,34.0868252297,-83.9944986127,GA
216,35.863591721,-82.7424871477,GA
217,34.0868252297,-81.4904756827,GA
218,30.4200892485,-89.0025444726,AL
219,32.2719768289,-87.7505330077,AL
220,30.4200892485,-86.4985215427,AL
221,32.2719768289,-85.2465100777,AL
222,30.4200892485,-83.9944986127,AL
223,34.0868252297,-89.0025444726,AL
224,35.863591721,-87.7505330077,AL
225,34.0868252297,-86.4985215427,AL
226,35.863591721,-85.2465100777,AL
227,34.0868252297,-83.9944986127,AL
228,39.2995512347,-115.2947852374,UT
229,37.6014033742,-114.0427737724,UT
230,40.9574834254,-114.0427737724,UT
231,35.863591721,-112.7907623074,UT
232,39.2995512347,-112.7907623074,UT
233,40.9574834254,-111.5387508425,UT
234,37.6014033742,-111.5387508425,UT
235,35.863591721,-110.2867393775,UT
236,39.2995512347,-110.2867393775,UT
237,42.5747973841,-112.7907623074,UT
238,42.5747973841,-110.2867393775,UT
239,37.6014033742,-109.0347279125,UT
240,40.9574834254,-109.0347279125,UT
241,39.2995512347,-107.7827164475,UT
242,39.2995512347,-85.2465100777,OH
243,40.9574834254,-83.9944986127,OH
244,37.6014033742,-83.9944986127,OH
245,39.2995512347,-82.7424871477,OH
246,40.9574834254,-81.4904756827,OH
247,37.6014033742,-81.4904756827,OH
248,39.2995512347,-80.2384642177,OH
249,42.5747973841,-85.2465100777,OH
250,42.5747973841,-82.7424871477,OH
251,42.5747973841,-80.2384642177,OH
252,24.6552508625,-97.7666247276,TX
253,26.6102423243,-99.0186361926,TX
254,26.6102423243,-96.5146132626,TX
255,28.532379574,-102.7746705875,TX
256,28.532379574,-97.7666247276,TX
257,28.532379574,-95.2626017976,TX
258,28.532379574,-100.2706476575,TX
259,30.4200892485,-99.0186361926,TX
260,30.4200892485,-106.5307049825,TX
261,30.4200892485,-101.5226591225,TX
262,30.4200892485,-104.0266820525,TX
263,30.4200892485,-96.5146132626,TX
264,32.2719768289,-102.7746705875,TX
265,32.2719768289,-97.7666247276,TX
266,32.2719768289,-107.7827164475,TX
267,32.2719768289,-95.2626017976,TX
268,32.2719768289,-100.2706476575,TX
269,32.2719768289,-105.2786935175,TX
270,30.4200892485,-94.0105903326,TX
271,32.2719768289,-92.7585788676,TX
272,34.0868252297,-104.0266820525,TX
273,35.863591721,-102.7746705875,TX
274,34.0868252297,-101.5226591225,TX
275,37.6014033742,-101.5226591225,TX
276,35.863591721,-100.2706476575,TX
277,34.0868252297,-99.0186361926,TX
278,34.0868252297,-96.5146132626,TX
279,34.0868252297,-94.0105903326,TX
280,39.2995512347,-110.2867393775,CO
281,37.6014033742,-109.0347279125,CO
282,40.9574834254,-109.0347279125,CO
283,35.863591721,-107.7827164475,CO
284,39.2995512347,-107.7827164475,CO
285,37.6014033742,-106.5307049825,CO
286,40.9574834254,-106.5307049825,CO
287,35.863591721,-105.2786935175,CO
288,39.2995512347,-105.2786935175,CO
289,37.6014033742,-104.0266820525,CO
290,40.9574834254,-104.0266820525,CO
291,35.863591721,-102.7746705875,CO
292,39.2995512347,-102.7746705875,CO
293,37.6014033742,-101.5226591225,CO
294,40.9574834254,-101.5226591225,CO
295,32.2719768289,-82.7424871477,SC
296,32.2719768289,-80.2384642177,SC
297,34.0868252297,-83.9944986127,SC
298,35.863591721,-82.7424871477,SC
299,34.0868252297,-81.4904756827,SC
300,35.863591721,-80.2384642177,SC
301,34.0868252297,-78.9864527527,SC
302,37.6014033742,-104.0266820525,OK
303,35.863591721,-102.7746705875,OK
304,37.6014033742,-101.5226591225,OK
305,35.863591721,-100.2706476575,OK
306,34.0868252297,-99.0186361926,OK
307,37.6014033742,-99.0186361926,OK
308,35.863591721,-97.7666247276,OK
309,34.0868252297,-96.5146132626,OK
310,37.6014033742,-96.5146132626,OK
311,35.863591721,-95.2626017976,OK
312,34.0868252297,-94.0105903326,OK
313,37.6014033742,-94.0105903326,OK
314,35.863591721,-90.2545559376,TN
315,37.6014033742,-89.0025444726,TN
316,34.0868252297,-89.0025444726,TN
317,35.863591721,-87.7505330077,TN
318,37.6014033742,-86.4985215427,TN
319,34.0868252297,-86.4985215427,TN
320,35.863591721,-85.2465100777,TN
321,37.6014033742,-83.9944986127,TN
322,34.0868252297,-83.9944986127,TN
323,35.863591721,-82.7424871477,TN
324,37.6014033742,-81.4904756827,TN
325,40.9574834254,-111.5387508425,WY
326,44.1512314287,-111.5387508425,WY
327,45.6866558354,-110.2867393775,WY
328,42.5747973841,-110.2867393775,WY
329,44.1512314287,-109.0347279125,WY
330,45.6866558354,-107.7827164475,WY
331,42.5747973841,-107.7827164475,WY
332,44.1512314287,-106.5307049825,WY
333,45.6866558354,-105.2786935175,WY
334,42.5747973841,-105.2786935175,WY
335,44.1512314287,-104.0266820525,WY
336,42.5747973841,-102.7746705875,WY
337,40.9574834254,-109.0347279125,WY
338,40.9574834254,-106.5307049825,WY
339,40.9574834254,-104.0266820525,WY
340,20.6538883744,-160.3671979771,HI
341,22.6691569617,-159.1151865121,HI
342,20.6538883744,-157.8631750471,HI
343,18.6115442845,-156.6111635821,HI
344,20.6538883744,-155.3591521171,HI
345,18.6115442845,-154.1071406521,HI
346,48.634561012,-105.2786935175,ND
347,45.6866558354,-105.2786935175,ND
348,47.181063596,-104.0266820525,ND
349,48.634561012,-102.7746705875,ND
350,45.6866558354,-102.7746705875,ND
351,47.181063596,-101.5226591225,ND
352,48.634561012,-100.2706476575,ND
353,45.6866558354,-100.2706476575,ND
354,47.181063596,-99.0186361926,ND
355,48.634561012,-97.7666247276,ND
356,45.6866558354,-97.7666247276,ND
357,47.181063596,-96.5146132626,ND
358,45.6866558354,-95.2626017976,ND
359,35.863591721,-90.2545559376,KY
360,37.6014033742,-89.0025444726,KY
361,35.863591721,-87.7505330077,KY
362,37.6014033742,-86.4985215427,KY
363,39.2995512347,-85.2465100777,KY
364,35.863591721,-85.2465100777,KY
365,37.6014033742,-83.9944986127,KY
366,39.2995512347,-82.7424871477,KY
367,35.863591721,-82.7424871477,KY
368,37.6014033742,-81.4904756827,KY
369,18.6115442845,-66.4663381028,VI
370,16.5443885604,-65.2143266378,VI
371,18.6115442845,-63.9623151728,VI
372,14.4548407711,143.8715880155,MP
373,20.6538883744,145.1235994804,MP
374,16.5443885604,145.1235994804,MP
375,18.6115442845,146.3756109454,MP
376,14.4548407711,146.3756109454,MP
377,14.4548407711,143.8715880155,GU
378,12.3454649788,145.1235994804,GU
379,44.1512314287,-71.4743839628,ME
380,45.6866558354,-70.2223724978,ME
381,42.5747973841,-70.2223724978,ME
382,47.181063596,-68.9703610328,ME
383,44.1512314287,-68.9703610328,ME
384,45.6866558354,-67.7183495678,ME
385,47.181063596,-66.4663381028,ME
386,44.1512314287,-66.4663381028,ME
387,40.9574834254,-78.9864527527,NY
388,40.9574834254,-76.4824298227,NY
389,40.9574834254,-73.9784068928,NY
390,40.9574834254,-71.4743839628,NY
391,42.5747973841,-80.2384642177,NY
392,44.1512314287,-78.9864527527,NY
393,42.5747973841,-77.7344412877,NY
394,44.1512314287,-76.4824298227,NY
395,45.6866558354,-75.2304183578,NY
396,42.5747973841,-75.2304183578,NY
397,44.1512314287,-73.9784068928,NY
398,45.6866558354,-72.7263954278,NY
399,42.5747973841,-72.7263954278,NY
400,39.2995512347,-120.3028310974,NV
401,37.6014033742,-119.0508196324,NV
402,40.9574834254,-119.0508196324,NV
403,35.863591721,-117.7988081674,NV
404,39.2995512347,-117.7988081674,NV
405,37.6014033742,-116.5467967024,NV
406,40.9574834254,-116.5467967024,NV
407,35.863591721,-115.2947852374,NV
408,39.2995512347,-115.2947852374,NV
409,34.0868252297,-114.0427737724,NV
410,37.6014033742,-114.0427737724,NV
411,40.9574834254,-114.0427737724,NV
412,35.863591721,-112.7907623074,NV
413,39.2995512347,-112.7907623074,NV
414,42.5747973841,-120.3028310974,NV
415,42.5747973841,-117.7988081674,NV
416,42.5747973841,-115.2947852374,NV
417,51.4197600298,-172.887312627,AK
418,51.4197600298,-175.3913355569,AK
419,51.4197600298,-177.8953584869,AK
420,52.752156394,-166.627255302,AK
421,52.752156394,-169.131278232,AK
422,52.752156394,-171.635301162,AK
423,52.752156394,-174.1393240919,AK
424,52.752156394,-176.6433470219,AK
425,54.0450138931,-162.871220907,AK
426,54.0450138931,-165.375243837,AK
427,54.0450138931,-167.879266767,AK
428,55.2988670035,-164.123232372,AK
429,56.5143099803,-170.383289697,AK
430,57.6919891343,-169.131278232,AK
431,58.8325955667,-162.871220907,AK
432,59.9368583777,-164.123232372,AK
433,59.9368583777,-166.627255302,AK
434,59.9368583777,-171.635301162,AK
435,61.0055383564,-162.871220907,AK
436,61.0055383564,-165.375243837,AK
437,61.0055383564,-172.887312627,AK
438,62.0394221504,-164.123232372,AK
439,62.0394221504,-166.627255302,AK
440,63.0393169095,-162.871220907,AK
441,63.0393169095,-165.375243837,AK
442,63.0393169095,-167.879266767,AK
443,63.0393169095,-170.383289697,AK
444,63.0393169095,-172.887312627,AK
445,64.0060453901,-171.635301162,AK
446,64.0060453901,-169.131278232,AK
447,54.0450138931,-160.3671979771,AK
448,55.2988670035,-161.619209442,AK
449,55.2988670035,-159.1151865121,AK
450,55.2988670035,-156.6111635821,AK
451,56.5143099803,-157.8631750471,AK
452,56.5143099803,-155.3591521171,AK
453,56.5143099803,-160.3671979771,AK
454,56.5143099803,-152.8551291871,AK
455,57.6919891343,-151.6031177221,AK
456,57.6919891343,-159.1151865121,AK
457,57.6919891343,-156.6111635821,AK
458,57.6919891343,-154.1071406521,AK
459,58.8325955667,-157.8631750471,AK
460,58.8325955667,-155.3591521171,AK
461,58.8325955667,-150.3511062571,AK
462,58.8325955667,-160.3671979771,AK
463,58.8325955667,-152.8551291871,AK
464,52.752156394,171.4158402452,AK
465,52.752156394,173.9198631752,AK
466,52.752156394,176.4238861052,AK
467,51.4197600298,177.6758975702,AK
468,52.752156394,178.9279090352,AK
469,65.8433462985,-169.131278232,AK
470,64.9404415051,-167.879266767,AK
471,68.3715567759,-167.879266767,AK
472,65.8433462985,-166.627255302,AK
473,69.1569304724,-166.627255302,AK
474,64.9404415051,-165.375243837,AK
475,66.7156043254,-165.375243837,AK
476,68.3715567759,-165.375243837,AK
477,65.8433462985,-164.123232372,AK
478,67.5580604125,-164.123232372,AK
479,69.1569304724,-164.123232372,AK
480,64.9404415051,-162.871220907,AK
481,66.7156043254,-162.871220907,AK
482,68.3715567759,-162.871220907,AK
483,69.9150111586,-162.871220907,AK
484,65.8433462985,-161.619209442,AK
485,67.5580604125,-161.619209442,AK
486,69.1569304724,-161.619209442,AK
487,70.6466191365,-161.619209442,AK
488,64.9404415051,-160.3671979771,AK
489,66.7156043254,-160.3671979771,AK
490,68.3715567759,-160.3671979771,AK
491,69.9150111586,-160.3671979771,AK
492,64.9404415051,-147.8470833272,AK
493,64.9404415051,-150.3511062571,AK
494,64.9404415051,-155.3591521171,AK
495,64.9404415051,-157.8631750471,AK
496,64.9404415051,-152.8551291871,AK
497,64.9404415051,-145.3430603972,AK
498,65.8433462985,-146.5950718622,AK
499,65.8433462985,-149.0990947921,AK
500,65.8433462985,-151.6031177221,AK
501,65.8433462985,-144.0910489322,AK
502,65.8433462985,-154.1071406521,AK
503,65.8433462985,-156.6111635821,AK
504,65.8433462985,-159.1151865121,AK
505,66.7156043254,-147.8470833272,AK
506,66.7156043254,-150.3511062571,AK
507,66.7156043254,-155.3591521171,AK
508,66.7156043254,-157.8631750471,AK
509,66.7156043254,-152.8551291871,AK
510,66.7156043254,-145.3430603972,AK
511,67.5580604125,-146.5950718622,AK
512,67.5580604125,-149.0990947921,AK
513,67.5580604125,-151.6031177221,AK
514,67.5580604125,-144.0910489322,AK
515,67.5580604125,-154.1071406521,AK
516,67.5580604125,-156.6111635821,AK
517,67.5580604125,-159.1151865121,AK
518,68.3715567759,-147.8470833272,AK
519,68.3715567759,-150.3511062571,AK
520,68.3715567759,-155.3591521171,AK
521,68.3715567759,-157.8631750471,AK
522,68.3715567759,-152.8551291871,AK
523,68.3715567759,-145.3430603972,AK
524,68.3715567759,-142.8390374672,AK
525,66.7156043254,-142.8390374672,AK
526,64.9404415051,-142.8390374672,AK
527,67.5580604125,-141.5870260022,AK
528,65.8433462985,-141.5870260022,AK
529,68.3715567759,-140.3350145372,AK
530,66.7156043254,-140.3350145372,AK
531,64.9404415051,-140.3350145372,AK
532,64.0060453901,-141.5870260022,AK
533,64.0060453901,-144.0910489322,AK
534,64.0060453901,-166.627255302,AK
535,64.0060453901,-164.123232372,AK
536,59.9368583777,-161.619209442,AK
537,62.0394221504,-161.619209442,AK
538,64.0060453901,-161.619209442,AK
539,61.0055383564,-160.3671979771,AK
540,63.0393169095,-160.3671979771,AK
541,59.9368583777,-159.1151865121,AK
542,62.0394221504,-159.1151865121,AK
543,64.0060453901,-159.1151865121,AK
544,61.0055383564,-157.8631750471,AK
545,63.0393169095,-157.8631750471,AK
546,59.9368583777,-156.6111635821,AK
547,62.0394221504,-156.6111635821,AK
548,64.0060453901,-156.6111635821,AK
549,61.0055383564,-155.3591521171,AK
550,63.0393169095,-155.3591521171,AK
551,59.9368583777,-154.1071406521,AK
552,62.0394221504,-154.1071406521,AK
553,64.0060453901,-154.1071406521,AK
554,61.0055383564,-152.8551291871,AK
555,63.0393169095,-152.8551291871,AK
556,59.9368583777,-151.6031177221,AK
557,62.0394221504,-151.6031177221,AK
558,64.0060453901,-151.6031177221,AK
559,61.0055383564,-150.3511062571,AK
560,63.0393169095,-150.3511062571,AK
561,59.9368583777,-149.0990947921,AK
562,62.0394221504,-149.0990947921,AK
563,64.0060453901,-149.0990947921,AK
564,61.0055383564,-147.8470833272,AK
565,63.0393169095,-147.8470833272,AK
566,59.9368583777,-146.5950718622,AK
567,62.0394221504,-146.5950718622,AK
568,64.0060453901,-146.5950718622,AK
569,69.1569304724,-144.0910489322,AK
570,69.1569304724,-146.5950718622,AK
571,69.1569304724,-149.0990947921,AK
572,69.1569304724,-151.6031177221,AK
573,69.1569304724,-154.1071406521,AK
574,69.1569304724,-156.6111635821,AK
575,69.1569304724,-159.1151865121,AK
576,69.9150111586,-147.8470833272,AK
577,69.9150111586,-150.3511062571,AK
578,69.9150111586,-155.3591521171,AK
579,69.9150111586,-157.8631750471,AK
580,69.9150111586,-142.8390374672,AK
581,69.9150111586,-152.8551291871,AK
582,69.9150111586,-145.3430603972,AK
583,70.6466191365,-146.5950718622,AK
584,70.6466191365,-149.0990947921,AK
585,70.6466191365,-151.6031177221,AK
586,70.6466191365,-154.1071406521,AK
587,70.6466191365,-156.6111635821,AK
588,70.6466191365,-159.1151865121,AK
589,69.1569304724,-141.5870260022,AK
590,69.9150111586,-140.3350145372,AK
591,54.0450138931,-130.3189228173,AK
592,54.0450138931,-132.8229457473,AK
593,55.2988670035,-134.0749572123,AK
594,55.2988670035,-129.0669113523,AK
595,55.2988670035,-131.5709342823,AK
596,56.5143099803,-130.3189228173,AK
597,56.5143099803,-132.8229457473,AK
598,56.5143099803,-135.3269686773,AK
599,57.6919891343,-134.0749572123,AK
600,57.6919891343,-131.5709342823,AK
601,57.6919891343,-136.5789801423,AK
602,58.8325955667,-132.8229457473,AK
603,58.8325955667,-135.3269686773,AK
604,58.8325955667,-137.8309916072,AK
605,58.8325955667,-140.3350145372,AK
606,59.9368583777,-134.0749572123,AK
607,59.9368583777,-139.0830030722,AK
608,59.9368583777,-141.5870260022,AK
609,59.9368583777,-144.0910489322,AK
610,59.9368583777,-136.5789801423,AK
611,61.0055383564,-142.8390374672,AK
612,61.0055383564,-140.3350145372,AK
613,61.0055383564,-145.3430603972,AK
614,62.0394221504,-141.5870260022,AK
615,62.0394221504,-144.0910489322,AK
616,63.0393169095,-142.8390374672,AK
617,63.0393169095,-140.3350145372,AK
618,63.0393169095,-145.3430603972,AK
619,-15.5543374791,-169.131278232,AS
620,-13.4550418401,-167.879266767,AS
621,-13.4550418401,-170.383289697,AS
622,-11.337183161,-171.635301162,AS
623,47.181063596,-91.5065674026,MI
624,48.634561012,-90.2545559376,MI
625,45.6866558354,-90.2545559376,MI
626,47.181063596,-89.0025444726,MI
627,48.634561012,-87.7505330077,MI
628,45.6866558354,-87.7505330077,MI
629,42.5747973841,-87.7505330077,MI
630,40.9574834254,-86.4985215427,MI
631,40.9574834254,-83.9944986127,MI
632,47.181063596,-86.4985215427,MI
633,44.1512314287,-86.4985215427,MI
634,45.6866558354,-85.2465100777,MI
635,42.5747973841,-85.2465100777,MI
636,47.181063596,-83.9944986127,MI
637,44.1512314287,-83.9944986127,MI
638,45.6866558354,-82.7424871477,MI
639,42.5747973841,-82.7424871477,MI
640,44.1512314287,-81.4904756827,MI
641,32.2719768289,-92.7585788676,AR
642,32.2719768289,-90.2545559376,AR
643,35.863591721,-95.2626017976,AR
644,34.0868252297,-94.0105903326,AR
645,37.6014033742,-94.0105903326,AR
646,35.863591721,-92.7585788676,AR
647,37.6014033742,-91.5065674026,AR
648,34.0868252297,-91.5065674026,AR
649,35.863591721,-90.2545559376,AR
650,30.4200892485,-91.5065674026,MS
651,32.2719768289,-90.2545559376,MS
652,30.4200892485,-89.0025444726,MS
653,32.2719768289,-87.7505330077,MS
654,34.0868252297,-91.5065674026,MS
655,35.863591721,-90.2545559376,MS
656,34.0868252297,-89.0025444726,MS
657,35.863591721,-87.7505330077,MS
658,40.9574834254,-96.5146132626,MO
659,35.863591721,-95.2626017976,MO
660,39.2995512347,-95.2626017976,MO
661,37.6014033742,-94.0105903326,MO
662,40.9574834254,-94.0105903326,MO
663,39.2995512347,-92.7585788676,MO
664,35.863591721,-92.7585788676,MO
665,40.9574834254,-91.5065674026,MO
666,37.6014033742,-91.5065674026,MO
667,39.2995512347,-90.2545559376,MO
668,35.863591721,-90.2545559376,MO
669,37.6014033742,-89.0025444726,MO
670,47.181063596,-116.5467967024,MT
671,45.6866558354,-115.2947852374,MT
672,48.634561012,-115.2947852374,MT
673,44.1512314287,-114.0427737724,MT
674,47.181063596,-114.0427737724,MT
675,45.6866558354,-112.7907623074,MT
676,48.634561012,-112.7907623074,MT
677,47.181063596,-111.5387508425,MT
678,44.1512314287,-111.5387508425,MT
679,48.634561012,-110.2867393775,MT
680,45.6866558354,-110.2867393775,MT
681,47.181063596,-109.0347279125,MT
682,44.1512314287,-109.0347279125,MT
683,48.634561012,-107.7827164475,MT
684,45.6866558354,-107.7827164475,MT
685,47.181063596,-106.5307049825,MT
686,44.1512314287,-106.5307049825,MT
687,48.634561012,-105.2786935175,MT
688,45.6866558354,-105.2786935175,MT
689,47.181063596,-104.0266820525,MT
690,44.1512314287,-104.0266820525,MT
691,48.634561012,-102.7746705875,MT
692,45.6866558354,-102.7746705875,MT
693,39.2995512347,-102.7746705875,KS
694,37.6014033742,-101.5226591225,KS
695,40.9574834254,-101.5226591225,KS
696,35.863591721,-100.2706476575,KS
697,39.2995512347,-100.2706476575,KS
698,37.6014033742,-99.0186361926,KS
699,40.9574834254,-99.0186361926,KS
700,35.863591721,-97.7666247276,KS
701,39.2995512347,-97.7666247276,KS
702,37.6014033742,-96.5146132626,KS
703,40.9574834254,-96.5146132626,KS
704,35.863591721,-95.2626017976,KS
705,39.2995512347,-95.2626017976,KS
706,37.6014033742,-94.0105903326,KS
707,42.5747973841,-87.7505330077,IN
